meta_ad_id,audit_creative_signature,final_classification,final_manual_category
1205644408432593,5d5eb3ed2e48bdcbc022ac3df3121b5c5e51a3f808098733ac6e6236e3fad82e,commercial,commercial_or_insufficient_evidence
2613005089083044,9f59f491c2a875e7e8a0362cfa80158fe2ea4f3ffa6dc640bc917f8f85f0d746,commercial,commercial_or_insufficient_evidence
1459484122556554,48da32c2ee614b21f3c78905955f9d641fef97d9519b3534a5800a3e1037289f,commercial,commercial_or_insufficient_evidence
2190332718158416,48da32c2ee614b21f3c78905955f9d641fef97d9519b3534a5800a3e1037289f,commercial,commercial_or_insufficient_evidence
1099974778853431,48da32c2ee614b21f3c78905955f9d641fef97d9519b3534a5800a3e1037289f,commercial,commercial_or_insufficient_evidence
1619753599440629,86c4b98a478c59b43ee6e406a9426e40897a4fd252cbd545cd70b083d1234ded,commercial,commercial_or_insufficient_evidence
1652175355978576,9c7dfc88d3f2f8a7469c0f3f56d6b8556536d694f6bf97f0fdc86ce0f0e58f03,commercial,commercial_or_insufficient_evidence
4129532843966607,86c4b98a478c59b43ee6e406a9426e40897a4fd252cbd545cd70b083d1234ded,commercial,commercial_or_insufficient_evidence
2539643903103885,03e83b2903692b9609a549f0fe7fa9a13d77f2dd49085dcdfa50d73fbed5d524,commercial,commercial_or_insufficient_evidence
1247724540550639,86c4b98a478c59b43ee6e406a9426e40897a4fd252cbd545cd70b083d1234ded,commercial,commercial_or_insufficient_evidence
2380240585771098,03e83b2903692b9609a549f0fe7fa9a13d77f2dd49085dcdfa50d73fbed5d524,commercial,commercial_or_insufficient_evidence
2249801522210033,9997b33dcef6e7cc51bdc671c5ab1a876dbf346669f04dd53270acfa3cff6ebb,commercial,sustainability_brand
1967455994184257,4a9f08b8c1a2563af0642d7e1b85498d82be854ae53c244269f2aad385b4d9bc,commercial,commercial_or_insufficient_evidence
833186106147627,4e4c9da309c9c89cc2f602f00eafc54e7cb18083c26f7a6ed3343c6206a99545,commercial,commercial_or_insufficient_evidence
1351995216972837,da6c87f9ec8e79ee8b6d17093ef8008a47d1046a2a4d7d0646222d02660069f1,commercial,commercial_or_insufficient_evidence
1140677614544396,a1d1b9d7aa7c3a7ba2d0b8b7ad7a783d83b6bcd1d7dd8de4cb212cac8574fab1,commercial,commercial_or_insufficient_evidence
855913914061920,93abc36dd058a9b60433bb76ebc4c7f655e4fdf45586a112be92fc160a41e050,commercial,commercial_or_insufficient_evidence
1874402113470439,7ae3ef7ebf9ba80bb1f4b5bf76a8c4f4735c5d7e2ae20cf0a9bdff64c4336bdc,commercial,commercial_or_insufficient_evidence
830609222922975,5f060c5e9ee4aecdff71b126af90d869bc964364df5f4d7890b5b61e875c76a0,commercial,commercial_or_insufficient_evidence
1189476052717126,1142fbf6b5691a15f494423ac1aa9baf680939f704c6964849f9a0a2c05dbb81,commercial,insufficient_text
883889510876850,a7f49dd1bf52e30e95a6cf7edaf7fc282f0a7e4cdc1a1cc826d503373c8ecb9b,commercial,commercial_or_insufficient_evidence
1602234734243459,e84a212ec1f3487ed815bb455b15422bb577adc2d63dfebe931ab569c6e9f536,noncommercial,csr_charity
2719945351705209,1970007e5ce0cf426828b8ea953345d51315d86872650026a8b5dc22f18be8e1,noncommercial,csr_charity
2071974033207798,b3245203af3116444f9e81b9e516b3006cacbdd2d320bb4de6d4daec39e48611,commercial,commercial_or_insufficient_evidence
844890031804050,26c6b65f4486a7412c882144f386c931618216c0b44439fc47cdb650d1f6e384,commercial,commercial_or_insufficient_evidence
830499496362341,7f8b8af453f3503317a1b2884d509d260defc08941cca119c7bb5505d806a2e8,commercial,commercial_or_insufficient_evidence
843429471733876,bbf9b337e18854bb7279ffb706cd8e699e4807144ad1a8e57f685267cb35acbf,commercial,commercial_or_insufficient_evidence
858843566628692,42e6c97f757af35884b9518c01daa8fb031aaba4b8da686be80afd86081f3a5b,commercial,commercial_or_insufficient_evidence
1149351420330661,c2f5fb227daa12a973e97b5c516ddb6f7c8b8ac5a76912c04238eed96c18e55c,commercial,commercial_or_insufficient_evidence
1377809214132728,c60b4079400d81b292b94bf1ca2dcb229c6133fd01e76773696db094dfbf2064,commercial,commercial_or_insufficient_evidence
1388310725983138,62227525e32b6eb10266cf54e0eca51879e4938704185445da99546a0b2aca61,commercial,commercial_or_insufficient_evidence
1523836482254340,78a3f26d77d88ab03d8ed53688f5c217fa5ae5e7599ad7e9aa2a54c0883e9e71,commercial,commercial_or_insufficient_evidence
1627752628595589,ae26d6c9cff7e4112c79ef99865063b6824bcb00b6702fb495092eda688858c1,commercial,commercial_or_insufficient_evidence
2333132063790838,c07f397ee34406ad7e0e50281bafe184ee660606366b4f759650568c5092675e,commercial,commercial_or_insufficient_evidence
2374130326351494,ccd95dd0f1e76a616fac9f16f0a38ada31470653bd6ef8288c0adbeb0da8a9ff,commercial,commercial_or_insufficient_evidence
4450570175175392,7c35fc13036fff621fa90541700c30b4feb7f090f061aa8709ccb84830efb3e4,commercial,commercial_or_insufficient_evidence
25171680915794417,9d04fc279bf82ad86f594bcae1780fb3d6b78c155053028005248a1a5ce542f8,commercial,commercial_or_insufficient_evidence
3155691444603639,8f9f3ce086745ac9fbd28ca0efad693a7a203005116538dfa1ea34aa774ab0e9,commercial,commercial_or_insufficient_evidence
1891466394819284,54bcef28b3dc2ee01d78af22eb7ccd0dc1967802505f9fa95df6b40897b13547,commercial,commercial_or_insufficient_evidence
717809061387796,3d5f159ca1ed1dd9438788c26fdf10b661dfcb3a84a754fd0751f2c0ecaa6ae8,commercial,commercial_or_insufficient_evidence
25378299431822654,e5c7f1679a2959486fe8fb5637326080971cf73537da7d777ac52f83de8a80ad,commercial,commercial_or_insufficient_evidence
1144768557809467,59ea8dda5b22e34ab130c0ab735ee84752ae7deddf29680c9e122529dac43158,commercial,commercial_or_insufficient_evidence
1206389458054266,8ad66ed879c68f3937335c27882cef930bcca0244917f47131361a48050a9834,commercial,commercial_or_insufficient_evidence
819840170823207,42ad3eb833bba32468cce2910333ea09f3463f8c47768103e642a71d28175b09,commercial,commercial_or_insufficient_evidence
2262099520934404,df62e923a3a4dccc35b64b20a2527a45edbd56c668c46964018ec4dc35ecd6fd,commercial,commercial_or_insufficient_evidence
1138892931345251,e4d7f2bcf3150318c7ab59f9f8268babeff48a10adc41239701d9981a2dd221e,commercial,commercial_or_insufficient_evidence
1207468681243944,510502ac12ce29c8c55946ed42aca35eddb08047d8610c7e313f4b185541d011,commercial,commercial_or_insufficient_evidence
671736802537781,1b8e87aac6c7051cd49fea3768b71c3843c42a5c42507e1453f3c01d062d772f,commercial,commercial_or_insufficient_evidence
24624963360515692,4fa90ed542026b368b8554583b298429c3acc895028b63fc4fc40f171f733ef2,commercial,commercial_or_insufficient_evidence
1905223903762425,27757db664cd114d65b1cf3a2c9ca7527dd939b6cf226f667ddf867a8fe6047a,commercial,commercial_or_insufficient_evidence
4026400687503389,7519a926ef2464a4a58e37616d55c74211cf2503903f455d7c4199bfea1e90e5,commercial,commercial_or_insufficient_evidence
1492870071943852,f63ab8c33d4859bfce4bdf64186a0166f2edce43de6ac705117ea9b388539e2d,commercial,commercial_or_insufficient_evidence
1141044801546270,c66c75a0cb634bd26e4c68e4887aa43419519445de84f504c138ef53cf98937c,commercial,commercial_or_insufficient_evidence
1346920980146841,24355d7b6d2c24a1940bcf72c11bd155e1f3b67bad3fd2adf11a2883e4cfc69e,commercial,commercial_or_insufficient_evidence
1531024224605158,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
1384761916541919,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
810993725159875,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
1082251553861978,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
1139550098355352,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
1589152872242025,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
2620572248321549,4c869d4064462badc410a03ec0e3651eeb9742cb6443b43b6890c3dda8ba349a,commercial,commercial_or_insufficient_evidence
998236169142992,52b049010f93c97e8bc9fc55ede90e2779cd4a9b83bed1da83a4ac3cdd4a630d,commercial,commercial_or_insufficient_evidence
798124983028175,c5c833ef6b30807829934c86496c67772e277a3eb213471becd785507c3c71c7,commercial,commercial_or_insufficient_evidence
817444964346105,df8438ae9294786cfa31eb435efe2849b81a97856740db4e925ef98ca4636625,commercial,commercial_or_insufficient_evidence
1257068979792168,3080a69d2bfa7eaddaa40efce6272892c5976334553a1e48e0521078953ff0b3,commercial,commercial_or_insufficient_evidence
2887362231455091,d46e4f915e2e05615aa3e8cca9c73b4398eba08bc538873e66a3d5d3352761f6,commercial,commercial_or_insufficient_evidence
25311239868500665,b035aed083f77b0ed798bccb27beb34d18bd6ab840bdb5b89ce314580170d9dd,commercial,commercial_or_insufficient_evidence
25203158559319576,15181bcd04e8639b1adf4b8cc09525a83ee0d5542cd9406791b120be551c7f2b,commercial,commercial_or_insufficient_evidence
1566710791187007,4508bceb6010f1a55760b7e0cb30b5a82a8688e20dfcff457f9c8f237f0cc448,commercial,sustainability_brand
1950256015539870,7b53dd4bd2d7f2a7d6110c1d4acb0501d72a766717a31e656f9f591833e47b3f,commercial,sustainability_brand
873207655033015,b5401d87f05d689d4cb6a053680c6fd2e260a1422e33420081ad498a739fdb49,commercial,commercial_or_insufficient_evidence
4359122787649195,5519c0525552f837e69214fab8df3f8d2ea1a310a9ace6471c87c9a232ae46c9,commercial,commercial_or_insufficient_evidence
1563338781356732,059d509067156723596c902f0a287f62dce585921223c237684515959383e0f1,commercial,commercial_or_insufficient_evidence
